entry_time,exit_time,symbol,range_pos,whale_size,whale_ratio,entry_price,exit_price,peak_price,pnl_pct,hold_min,reason
2026-07-19T10:03:39.178414+09:00,2026-07-20T10:03:51.875694+09:00,LSK,0.00,7154851,75.7,125,123,125,-1.60,1440,타임아웃24h
2026-07-19T18:15:05.085282+09:00,2026-07-20T10:05:45.991694+09:00,PYR,0.25,4694405,11.3,169,163,175,-3.55,951,손절-3.0%
2026-07-19T20:34:18.230821+09:00,2026-07-20T10:18:31.374764+09:00,SLX,0.25,5080743,12.0,156,150,157,-3.85,824,손절-3.0%
2026-07-19T10:19:12.084171+09:00,2026-07-20T10:19:15.520453+09:00,KAT,0.01,4286814,85.8,6.976,6.93,7.133,-0.66,1440,타임아웃24h
2026-07-19T20:24:44.468434+09:00,2026-07-20T10:20:46.489274+09:00,RE,0.04,3700016,15.4,582,564,582,-3.09,836,손절-3.0%
2026-07-20T08:59:28.969960+09:00,2026-07-20T10:37:08.387947+09:00,YB,0.17,5028179,18.6,134,137,144,+2.24,98,트레일(고점+7.5%)
2026-07-19T14:16:03.394335+09:00,2026-07-20T10:38:16.527871+09:00,BEL,0.20,3547106,35.5,151,146,153,-3.31,1222,손절-3.0%
2026-07-19T18:55:00.994751+09:00,2026-07-20T10:43:59.272715+09:00,ARX,0.12,4133442,57.5,216,209,218,-3.24,949,손절-3.0%
2026-07-19T13:56:54.061717+09:00,2026-07-20T10:51:33.097536+09:00,BLAST,0.25,3321495,73.9,0.4238,0.411,0.4238,-3.02,1255,손절-3.0%
2026-07-19T10:52:22.868676+09:00,2026-07-20T10:52:40.297917+09:00,GNO,0.27,4032033,60.5,163400,162700,165000,-0.43,1440,타임아웃24h
2026-07-20T06:18:48.072663+09:00,2026-07-20T10:53:26.684179+09:00,GWEI,0.25,5682106,12.2,42.51,41.2,42.75,-3.08,275,손절-3.0%
2026-07-19T10:53:48.876934+09:00,2026-07-20T10:54:10.440454+09:00,ID,0.03,7582614,32.0,48,47.11,48.82,-1.85,1440,타임아웃24h
2026-07-20T06:18:24.680294+09:00,2026-07-20T11:06:57.641609+09:00,XPLA,0.01,3162799,10.5,6.967,6.74,6.974,-3.26,289,손절-3.0%
2026-07-19T11:14:37.594325+09:00,2026-07-20T11:14:50.032635+09:00,PEPE,0.00,23999999,23.1,0.004,0.0042,0.0043,+5.00,1440,타임아웃24h
2026-07-19T18:44:46.094087+09:00,2026-07-20T11:21:15.205579+09:00,KAIA,0.28,3355490,33.6,48.38,46.83,48.6,-3.20,996,손절-3.0%
2026-07-19T11:22:53.599409+09:00,2026-07-20T11:23:06.973716+09:00,ARPA,0.05,4237843,54.8,12.14,11.95,12.14,-1.57,1440,타임아웃24h
2026-07-19T11:44:39.967199+09:00,2026-07-20T11:44:48.174448+09:00,BOUNTY,0.10,3863771,386.4,21.39,20.97,21.58,-1.96,1440,타임아웃24h
2026-07-20T11:21:37.149219+09:00,2026-07-20T12:26:06.698273+09:00,KAIA,0.28,3355490,33.6,46.87,45.42,47.28,-3.09,64,손절-3.0%
2026-07-19T12:52:09.885082+09:00,2026-07-20T12:52:18.894110+09:00,SHIB,0.00,4987531,16.6,0.006,0.0062,0.0062,+3.33,1440,타임아웃24h
2026-07-20T12:10:34.596274+09:00,2026-07-20T12:55:00.439424+09:00,ACE,0.15,4110056,39.1,140,143,150,+2.14,44,트레일(고점+7.1%)
2026-07-20T10:35:33.097398+09:00,2026-07-20T12:57:40.058902+09:00,PUMP,0.24,4337279,57.9,2.942,2.85,2.997,-3.13,142,손절-3.0%
2026-07-20T10:54:33.164542+09:00,2026-07-20T13:10:58.780781+09:00,ID,0.03,7582614,32.0,47.11,45.68,47.11,-3.04,136,손절-3.0%
2026-07-19T13:16:01.692068+09:00,2026-07-20T13:16:14.576795+09:00,NEX,0.00,6000000,106.0,0.0024,0.0024,0.0025,+0.00,1440,타임아웃24h
2026-07-20T06:18:48.381451+09:00,2026-07-20T13:24:12.503130+09:00,PROMPT,0.17,3428322,617.2,28.41,27.54,28.41,-3.06,425,손절-3.0%
2026-07-19T16:45:52.307692+09:00,2026-07-20T13:34:53.885232+09:00,TOSHI,0.09,3789975,37.9,0.165,0.16,0.1669,-3.03,1249,손절-3.0%
2026-07-19T13:38:26.980245+09:00,2026-07-20T13:38:47.378623+09:00,SAHARA,0.11,5577282,46.1,13.12,12.85,13.4,-2.06,1440,타임아웃24h
2026-07-19T17:19:29.975308+09:00,2026-07-20T13:42:40.735573+09:00,OPG,0.15,6522208,31.1,154,149,157,-3.25,1223,손절-3.0%
2026-07-19T16:48:03.740838+09:00,2026-07-20T13:56:02.107186+09:00,ALT,0.29,3241253,15.4,9.299,9.004,9.299,-3.17,1268,손절-3.0%
2026-07-19T17:18:02.402543+09:00,2026-07-20T13:57:55.432627+09:00,CHIP,0.13,3928062,44.4,44.68,43.17,45.31,-3.38,1240,손절-3.0%
2026-07-20T11:04:18.822774+09:00,2026-07-20T14:00:36.652287+09:00,YB,0.00,5102243,31.7,133,129,139,-3.01,176,손절-3.0%
2026-07-20T08:08:54.289546+09:00,2026-07-20T14:01:43.771122+09:00,SOON,0.00,5180558,31.0,232,225,236,-3.02,353,손절-3.0%
2026-07-20T09:54:47.990017+09:00,2026-07-20T14:02:06.686195+09:00,XEC,0.12,7459416,21.6,0.0115,0.0116,0.0122,+0.87,247,트레일(고점+6.1%)
2026-07-19T14:02:19.008559+09:00,2026-07-20T14:02:27.683960+09:00,ORBS,0.15,3121960,99.3,8.731,8.661,8.887,-0.80,1440,타임아웃24h
2026-07-20T08:18:48.703217+09:00,2026-07-20T14:02:51.710556+09:00,ICNT,0.24,7603222,34.2,244,263,277,+7.79,344,트레일(고점+13.5%)
2026-07-19T17:09:17.196092+09:00,2026-07-20T14:06:37.102934+09:00,MLK,0.23,4003174,20.7,50.66,49.11,50.75,-3.06,1257,손절-3.0%
2026-07-19T15:35:46.564807+09:00,2026-07-20T14:07:46.610857+09:00,TAIKO,0.17,5796552,13.6,161,156,169,-3.11,1352,손절-3.0%
2026-07-19T18:06:13.722687+09:00,2026-07-20T14:09:17.056369+09:00,BIRB,0.06,7918863,16.6,80.38,77.5,82.52,-3.58,1203,손절-3.0%
2026-07-20T07:27:21.774701+09:00,2026-07-20T14:09:18.076364+09:00,TRAC,0.28,3045932,24.2,452,558,588,+23.45,402,트레일(고점+30.1%)
2026-07-20T00:27:33.360519+09:00,2026-07-20T14:11:10.888801+09:00,KAITO,0.11,4440610,8.1,1391,1345,1448,-3.31,824,손절-3.0%
2026-07-19T20:09:41.487504+09:00,2026-07-20T14:12:18.111544+09:00,ONDO,0.11,19186648,76.4,519,502,524,-3.28,1083,손절-3.0%
2026-07-19T16:42:12.766993+09:00,2026-07-20T14:12:40.456279+09:00,NEO,0.20,3099416,27.8,3007,2912,3090,-3.16,1290,손절-3.0%
2026-07-20T08:39:52.425416+09:00,2026-07-20T14:12:41.657462+09:00,SKL,0.14,3193638,17.7,6.044,5.86,6.115,-3.04,333,손절-3.0%
2026-07-19T22:44:05.019381+09:00,2026-07-20T14:13:03.466240+09:00,THE,0.11,12156450,106.5,77.67,75.11,77.89,-3.30,929,손절-3.0%
2026-07-19T22:52:49.664584+09:00,2026-07-20T14:13:26.196903+09:00,OGN,0.15,3079123,16.0,25.12,24.3,25.18,-3.26,921,손절-3.0%
2026-07-19T17:12:34.470773+09:00,2026-07-20T14:13:48.520549+09:00,SOMI,0.17,3537505,12.6,144,139,144,-3.47,1261,손절-3.0%
2026-07-20T14:05:29.216113+09:00,2026-07-20T14:14:12.881439+09:00,YB,0.18,11952901,79.7,130,126,130,-3.08,9,손절-3.0%
2026-07-20T14:03:13.005245+09:00,2026-07-20T14:19:28.869738+09:00,ICNT,0.24,7603222,34.2,258,248,260,-3.88,16,손절-3.0%
2026-07-20T14:08:09.078807+09:00,2026-07-20T14:19:28.902637+09:00,TAIKO,0.17,5796552,13.6,157,152,157,-3.18,11,손절-3.0%
2026-07-19T14:20:22.956185+09:00,2026-07-20T14:20:36.904549+09:00,ARB,0.25,5558317,10.8,129,127,132,-1.55,1440,타임아웃24h
2026-07-20T06:18:47.866322+09:00,2026-07-20T14:23:38.655462+09:00,BLUR,0.12,4625730,47.3,22.68,21.99,22.7,-3.04,485,손절-3.0%
2026-07-20T09:31:28.267748+09:00,2026-07-20T14:25:55.239583+09:00,IN,0.12,15387294,98.2,59.89,58.07,60.98,-3.04,294,손절-3.0%
2026-07-19T14:26:10.349483+09:00,2026-07-20T14:26:16.664437+09:00,SC,0.11,3958077,16.9,0.8713,0.852,0.8797,-2.22,1440,타임아웃24h
2026-07-20T12:52:41.541316+09:00,2026-07-20T14:27:03.798633+09:00,SHIB,0.00,4987531,16.6,0.0062,0.006,0.0062,-3.23,94,손절-3.0%
2026-07-20T08:26:21.542208+09:00,2026-07-20T14:40:02.904202+09:00,ALICE,0.12,3120893,18.1,175,169,179,-3.43,374,손절-3.0%
2026-07-19T14:48:23.369750+09:00,2026-07-20T14:48:23.850620+09:00,HFT,0.04,3858441,92.5,12.75,12.57,13.09,-1.41,1440,타임아웃24h
2026-07-20T07:16:04.026864+09:00,2026-07-20T14:51:47.964557+09:00,ZBT,0.00,10904495,276.1,137,132,140,-3.65,456,손절-3.0%
2026-07-20T10:06:07.681030+09:00,2026-07-20T15:21:49.156823+09:00,PYR,0.25,4694405,11.3,165,160,166,-3.03,316,손절-3.0%
2026-07-19T15:23:26.514615+09:00,2026-07-20T15:23:40.525760+09:00,MMT,0.22,4370000,14.6,258,254,268,-1.55,1440,타임아웃24h
2026-07-20T15:11:41.096730+09:00,2026-07-20T15:28:13.199813+09:00,B3,0.04,3791612,244.3,0.7625,0.7706,0.81,+1.06,17,트레일(고점+6.2%)
2026-07-20T06:18:47.792880+09:00,2026-07-20T15:32:41.556937+09:00,XAN,0.20,5368987,103.3,17.67,17.85,18.85,+1.02,554,트레일(고점+6.7%)
2026-07-20T08:24:50.966357+09:00,2026-07-20T15:33:27.147883+09:00,VIRTUAL,0.17,21647845,151.2,902,874,913,-3.10,429,손절-3.0%
2026-07-20T00:19:11.240258+09:00,2026-07-20T15:33:49.165959+09:00,UNI,0.04,8253591,12.4,5140,4980,5195,-3.11,915,손절-3.0%
2026-07-20T08:25:13.721146+09:00,2026-07-20T15:35:19.474206+09:00,ADA,0.25,8250000,27.4,244,236,247,-3.28,430,손절-3.0%
2026-07-20T12:26:49.799869+09:00,2026-07-20T15:46:49.320697+09:00,CSPR,0.01,3447190,17.4,2.782,2.688,2.788,-3.38,200,손절-3.0%
2026-07-20T08:18:48.667106+09:00,2026-07-20T15:51:24.503413+09:00,BILL,0.14,7358009,147.2,35.61,34.47,37.17,-3.20,453,손절-3.0%
2026-07-20T10:44:21.862341+09:00,2026-07-20T15:59:02.876362+09:00,ARX,0.12,4133442,57.5,209,223,234,+6.70,315,트레일(고점+12.0%)
2026-07-19T18:08:25.595589+09:00,2026-07-20T16:02:32.200224+09:00,LIT,0.30,9708250,88.8,3232,3120,3298,-3.47,1314,손절-3.0%
2026-07-19T16:19:33.405765+09:00,2026-07-20T16:19:39.187019+09:00,PYTH,0.09,3560410,35.3,70.58,72.84,72.9,+3.20,1440,타임아웃24h
2026-07-19T16:21:23.098497+09:00,2026-07-20T16:21:33.367913+09:00,ENA,0.00,9725052,41.8,118,116,120,-1.69,1440,타임아웃24h
2026-07-19T16:23:56.171930+09:00,2026-07-20T16:24:13.697053+09:00,MPLX,0.14,5995466,64.5,38.36,38.17,39.1,-0.50,1440,타임아웃24h
2026-07-20T16:13:04.071808+09:00,2026-07-20T16:36:38.539894+09:00,TRAC,0.17,3942013,12.2,461,447,462,-3.04,24,손절-3.0%
2026-07-19T16:44:46.405562+09:00,2026-07-20T16:45:12.275492+09:00,SIGN,0.04,5647407,113.0,12.39,12.23,12.39,-1.29,1440,타임아웃24h
2026-07-20T14:02:50.432233+09:00,2026-07-20T16:58:32.597203+09:00,ORBS,0.15,3121960,99.3,8.661,8.369,8.661,-3.37,176,손절-3.0%
2026-07-20T11:45:10.489225+09:00,2026-07-20T17:11:44.421246+09:00,BOUNTY,0.10,3863771,386.4,20.97,20.33,21.27,-3.05,327,손절-3.0%
2026-07-19T17:52:00.555242+09:00,2026-07-20T17:15:35.457661+09:00,SPURS,0.26,3341029,14.3,214,207,218,-3.27,1404,손절-3.0%
2026-07-20T15:22:10.471708+09:00,2026-07-20T17:19:33.468303+09:00,PYR,0.25,4694405,11.3,160,175,184,+9.38,117,트레일(고점+15.0%)
2026-07-20T10:21:08.122179+09:00,2026-07-20T17:23:51.447961+09:00,RE,0.04,3700016,15.4,564,547,566,-3.01,423,손절-3.0%
2026-07-20T17:22:15.175156+09:00,2026-07-20T17:25:03.612686+09:00,PYR,0.25,4694405,11.3,177,171,179,-3.39,3,손절-3.0%
2026-07-19T17:37:45.490343+09:00,2026-07-20T17:38:08.161378+09:00,NEAR,0.23,17653612,77.7,2854,2820,2865,-1.19,1440,타임아웃24h
2026-07-19T22:36:48.523228+09:00,2026-07-20T17:38:08.282154+09:00,JTO,0.27,6250940,20.4,815,852,893,+4.54,1141,트레일(고점+9.6%)
2026-07-20T14:40:24.264744+09:00,2026-07-20T17:44:05.637519+09:00,ALICE,0.12,3120893,18.1,169,209,218,+23.67,184,트레일(고점+29.0%)
2026-07-20T17:44:26.918571+09:00,2026-07-20T17:49:37.332135+09:00,ALICE,0.12,3120893,18.1,209,202,209,-3.35,5,손절-3.0%
2026-07-20T15:47:10.672560+09:00,2026-07-20T17:54:17.745218+09:00,CSPR,0.01,3447190,17.4,2.687,2.6,2.687,-3.24,127,손절-3.0%
2026-07-19T23:24:37.870357+09:00,2026-07-20T17:57:31.701803+09:00,DEXE,0.00,3704654,11.1,48420,49120,51600,+1.45,1113,트레일(고점+6.6%)
2026-07-19T18:02:35.060081+09:00,2026-07-20T18:02:39.985902+09:00,EDGE,0.00,3545548,150.7,96.4,94.91,101,-1.55,1440,타임아웃24h
2026-07-19T18:10:15.687648+09:00,2026-07-20T18:10:35.230342+09:00,GRASS,0.03,10938253,24.6,524,517,530,-1.34,1440,타임아웃24h
2026-07-19T22:38:15.839210+09:00,2026-07-20T18:11:47.176797+09:00,YFI,0.11,4320173,118.7,3.121e+06,3.024e+06,3.132e+06,-3.11,1174,손절-3.0%
2026-07-19T18:49:10.500769+09:00,2026-07-20T18:49:23.735674+09:00,PENGU,0.10,6569896,23.1,9.023,9.175,9.234,+1.68,1440,타임아웃24h
2026-07-20T17:22:15.245021+09:00,2026-07-20T18:52:19.668175+09:00,YB,0.14,3395222,24.7,124,120,126,-3.23,90,손절-3.0%
2026-07-20T16:03:18.031869+09:00,2026-07-20T19:07:34.320822+09:00,ICNT,0.24,7603222,34.2,248,240,255,-3.23,184,손절-3.0%
2026-07-20T16:24:36.602315+09:00,2026-07-20T19:15:16.488809+09:00,MPLX,0.14,5995466,64.5,38.17,36.58,38.6,-4.17,171,손절-3.0%
2026-07-20T14:13:03.046532+09:00,2026-07-20T19:33:28.461906+09:00,SKL,0.14,3193638,17.7,5.86,5.669,5.899,-3.26,320,손절-3.0%
2026-07-20T17:54:38.740454+09:00,2026-07-20T19:38:14.767005+09:00,CSPR,0.01,3447190,17.4,2.6,2.506,2.647,-3.62,104,손절-3.0%
2026-07-20T16:08:26.666108+09:00,2026-07-20T19:45:29.999842+09:00,TAIKO,0.17,5796552,13.6,151,146,153,-3.31,217,손절-3.0%
2026-07-20T19:44:43.413939+09:00,2026-07-20T20:00:07.843223+09:00,ALICE,0.12,3120893,18.1,204,197,204,-3.43,15,손절-3.0%
2026-07-20T17:45:15.480421+09:00,2026-07-20T20:02:00.567237+09:00,PUMP,0.26,4045211,27.0,2.876,2.785,2.927,-3.16,137,손절-3.0%
2026-07-20T06:22:40.254230+09:00,2026-07-20T20:21:35.938002+09:00,CAP,0.07,3603801,36.0,27.24,29.32,30.78,+7.64,839,트레일(고점+13.0%)
2026-07-20T18:15:24.763914+09:00,2026-07-20T20:26:32.341302+09:00,CBK,0.22,3075017,15.3,269,260,272,-3.35,131,손절-3.0%
2026-07-19T20:30:58.775904+09:00,2026-07-20T20:31:02.081194+09:00,UP,0.22,5554539,217.8,87.87,89.23,90.99,+1.55,1440,타임아웃24h
2026-07-20T19:54:50.611651+09:00,2026-07-20T21:29:34.041010+09:00,CSPR,0.01,3447190,17.4,2.5,2.422,2.523,-3.12,95,손절-3.0%
2026-07-20T21:23:02.586708+09:00,2026-07-20T21:34:12.045313+09:00,ZIL,0.27,3318511,16.6,4.649,4.645,4.89,-0.09,11,트레일(고점+5.2%)
2026-07-20T15:33:03.633801+09:00,2026-07-20T21:44:45.167339+09:00,XAN,0.20,5368987,103.3,17.72,19.81,20.7,+11.79,372,트레일(고점+16.8%)
2026-07-20T16:20:02.103933+09:00,2026-07-20T22:01:47.310545+09:00,PYTH,0.09,3560410,35.3,72.84,70.54,72.99,-3.16,342,손절-3.0%
2026-07-20T21:44:43.653358+09:00,2026-07-20T22:10:48.143651+09:00,ALICE,0.12,3120893,18.1,193,187,194,-3.11,26,손절-3.0%
2026-07-20T20:31:24.641828+09:00,2026-07-20T22:14:34.912652+09:00,UP,0.22,5554539,217.8,89.23,86.46,89.23,-3.10,103,손절-3.0%
2026-07-20T17:24:13.693262+09:00,2026-07-20T22:17:11.813215+09:00,RE,0.04,3700016,15.4,547,530,556,-3.11,293,손절-3.0%
2026-07-20T10:38:51.206124+09:00,2026-07-20T22:23:11.348748+09:00,BEL,0.20,3547106,35.5,148,151,159,+2.03,704,트레일(고점+7.4%)
2026-07-20T14:30:02.159614+09:00,2026-07-20T22:32:13.577885+09:00,HOME,0.28,3542073,38.9,11.02,11.3,11.88,+2.54,482,트레일(고점+7.8%)
2026-07-20T13:55:16.711986+09:00,2026-07-20T22:36:02.020765+09:00,HPP,0.06,3391915,96.4,27.23,26.99,28.7,-0.88,521,트레일(고점+5.4%)
2026-07-19T22:36:48.506538+09:00,2026-07-20T22:36:52.813239+09:00,BTC,0.01,3995723,21.3,9.4871e+07,9.4898e+07,9.5657e+07,+0.03,1440,타임아웃24h
2026-07-20T18:58:29.658360+09:00,2026-07-20T22:45:52.303509+09:00,HEMI,0.21,3156057,77.8,7.22,7.723,8.134,+6.97,227,트레일(고점+12.7%)
